id,resourceType,title,description,startDate,endDate,lat,lon,lat/lon,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
498,Disaster Event,Bushfire - Boorabbin National Park,"At approximately 3 pm on 28 December 2007, a fire began on the north side of the Great Eastern Highway, 80 km west of Coolgardie. It was a hot, dry and windy day, with Southern Cross and Kalgoorlie registering maximum temperatures of 37.4 &deg;C and 41.7 &deg;C, creating extreme fire weather conditions. The fire spread rapidly in a northerly direction in the Boorabbin National Park.  On 30 December 2007, a strong northerly wind change caused breakaways from the containment lines and the fire crossed the Great Eastern Highway from north to south. Roadblocks were established; however several escorted convoys of vehicles were permitted to travel through the fire area.  A convoy of vehicles from Coolgardie arriving at the eastern side of the fire, without an escort, drove into the fire area. Several trucks were engulfed in flames, resulting in three deaths.  The highway remained closed until containment lines were completed and a fall-back strategy was implemented on 9 January 2008. The final size of the fire was 39,630 ha.  An inquiry into the deaths found three dominating causes - the expectations of fire behaviour in shrubland fuels at night; the procedures for managing road blocks; and the strategic assessment of the fire's potential; but concluded that there were many complex, interacting contributing factors and extenuating circumstances that lead to the incident outcomes.",2007-12-28,2008-08-01,-31.23159218,120.1804733,"-31.23159218,120.1804733",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=498,
496,Disaster Event,Flood - North Coast New South Wales,"Rainfall in excess of 200 mm on the night of 3 January resulted in flooding on the NSW north coast, including Kyogle and near Mullumbimby.&nbsp;The State Emergency Service (SES) received more than&nbsp;80 requests for assistance.&nbsp;In Kyogle, the SES evacuated 30 people from a caravan park and responded to two landslide incidents. A caravan park was evacuated&nbsp;in Lismore as flooding of local roads occurred. The heavy rainfall resulted in flood warnings for a number of catchments including the Tweed, Richmond, Wilsons, Bellinger, Orara and Clarence Rivers.  By 6 January, there were several thousand people isolated by floodwaters. The&nbsp;SES worked with the Department of Community Services to evacuate an Aboriginal community of around 160 residents at Cabbage Tree Island near Woodburn, threatened by flooding waters. Supply operations were undertaken by SES volunteers via helicopter, floodboat and high-clearance 4WD vehicles. Approximately 80 air support supply tasks were completed over a five day period.  The local government areas of Ballina, Byron, Clarence Valley, Kyogle, Lismore, Richmond Valley, Tenterfield and Tweed were declared natural disaster areas, eligible for assistance under the Natural Disaster Relief and Recovery Arrangements.  The Insurance Council of Australia estimated the 2008 damage at $15 million, with the 2011 estimated normalised cost of $17 million.",2008-04-01,2008-11-01,-28.62035561,153.0040588,"-28.62035561,153.0040588",,,,,,15000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=496,
490,Disaster Event,Flood - Mid and North Coast,"During the period 31 March - 1 April 2009, Coffs Harbour and the surrounding regions experienced heavy rainfall associated with severe storms.&nbsp;The highest falls were recorded at; Red Hill 445 mm, Girralong 730 mm and Wooli 129 mm. The heights of the River systems increased significantly with Coffs&nbsp;Creek peaking at 5.14 m, Bellinger River peaking at 8.6 m, and the Nambucca River peaking at 10.4 m.  The effects of the flood were compounded by the heavy rainfall that occurred in February 2009. There was extensive damage and critical infrastructure, businesses, local industry, property, crops and landslips also occurred.  There were 760 requests for help from the State Emergency Services (SES).&nbsp;The response and recovery was assisted by New South Wales Fire Brigades, Rural Fire Service, Ambulance Service, Police Force and local councils. Over 100 people were rescued, 800 people evacuated and were accommodated overnight in emergency centres and three schools&nbsp;stayed children overnight.  The Minister for Emergency Services declared Coffs Harbour, Nambucca and Bellingen local government areas, a natural disaster zone.  The Insurance Council of Australia estimated the 2009 damage at $37 million, with the 2011 estimated normalised cost of $40 million.",2009-03-31,2009-02-04,-30.29631233,153.1156769,"-30.29631233,153.1156769",,,,,,37000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=490,
481,Disaster Event,Flood - North Queensland Feb 2009,"As a result of Tropical Cyclone Elllie, flooding in Queensland affected the townships between Townsville and Cairns. In addition further heavy rain fell between 6 and 7 February, with Ingham receiving 236 mm, raising the floodwater level to over 12.5 metres.  The monsoonal rain in North Queensland affected 62 per cent of the State. One of the heaviest falls was in Clonclurry which recorded more than 400 mm.&nbsp;An area of over one million square km was declared a disaster zone as flood waters continued to rise.  The Insurance Council of Australia estimated the 2009 damage at $19 million with the 2012 estimated normalised cost of $22 million.  This is the combined total for resulting floods from two events: Tropical Cyclone Charlotte and Tropical Cyclone Ellie. (see separate entry for North Queensland floods 12 January 2009).",2009-01-31,2009-07-02,-18.6511116,146.1546173,"-18.6511116,146.1546173",,,,,1,19000000,,,3000,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=481,
482,Disaster Event,"Bushfire - Black Saturday, Victoria 2009","On 7 February 2009, as many as 400 fires were recorded across Victoria. There were&nbsp;78 communities affected, 173 lives lost and 2029 homes destroyed.  Twelve major fires and many more minor fires burned over 450,000 hectares and affected at least 78 communities, including Marysville, Kinglake, Kinglake West, Kilmore, Yea, Murrindindi, Alexandra, Marysville, St Andrews, Reedy Creek, Mittons Bridge, Humevale, Heathcote Junction, Flowerdale, Beechworth, Dargo, Bunyip, Mudgegonga, Narbethong, Cambarville, Koornalla, Jerralang Junction, Churchill, Callignee, Yarra Glen, Whittlesea, Upper Plenty, Toolangi, Strath Creek, Strathewen, Steels Creek, Bendigo and Redesdale.  Details of the recovery activities were released by the Victorian Bushfire Reconstruction and Recovery Authority. The Victorian Bushfires Royal Commission was established on 16 February 2009 to investigate the causes of and responses to the bushfires with the final report released and published in July 2010.  The Insurance Council of Australia estimated the 2009 damage at $1070 million, with the 2011 estimated normalised cost of $1266 million.",2009-07-02,2009-08-02,-37.56237411,145.3191986,"-37.56237411,145.3191986",,,,414,173,1070000000,,,,2029,,,,,,,,,,,,,,,61,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=482,
628,Disaster Event,Transport - Papua New Guinea Plane Crash,"On 11 August 2009, an Airlines PNG Twin Otter charter flight&nbsp;crashed into the side of a hill when it was en route to Kokoda killing all 13 people on board.  The nine Australians who died in the accident had planned to walk the Kokoda Track, while the others killed included the two Papua New Guinean pilots, a Papua New Guinean passenger and a Japanese tourist.  The plane crashed at approximately 11.14 am, barely 20 minutes after it took off from Port Moresby's International Airport.",2009-11-08,2009-11-08,-9.112944603,147.991333,"-9.112944603,147.991333",,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=628,
111,Disaster Event,Shipwreck - Errol Middleton Reef,"On 18 June 1909, the vessel Errol was en route from Peru to Newcastle when treacherous currents forced it to crash onto Middleton Reef. The reef is situated approximately 750 km north-east of Newcastle. Only five of the 22 passengers and crew survived.",1909-06-18,2009-12-07,-32.56533432,152.4462891,"-32.56533432,152.4462891",,,,,17,,,,,,,,,,,,,,,,,,1,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=111,
487,Disaster Event,Epidemic - H1N1 Pandemic,"In April 2009, a new strain of influenza A virus called 'H1N1 2009 influenza' was identified in Mexico. Because of the speed the virus spread around the world and the fact that it was a new strain of flu, the World Health Organization declared it a pandemic in June 2009. This H1N1 influenza strain is referred to as both 'pandemic flu' and 'swine flu'.  The first case of this new pandemic strain of flu in Australia was in May 2009. By February 2010 there were over 5000 people hospitalised and nearly 200 deaths due to pandemic flu. Reports indicate that most of those who died had underlying medical conditions, including cancer, diabetes mellitus and morbid obesity. The median age of death was 53 years, compared to the median age of death from seasonal flu from 2001 to 2006, which was 83 years.  The then Minister for Health and Ageing, Nicola Roxon, announced in a media release that as of 1 December 2010 Australia's Pandemic Phase moved from PROTECT to ALERT which signified the end of the H1N1 influenza pandemic in Australia. The Department of Health and Ageing reported that there were 44,403 confirmed cases of swine flu in Australia since May 2009, including 6767 in 2010.  The Centers for Disease Control and Prevention estimate that globally there were approximately 284,500 fatalities as a result of the pandemic, with 59 per cent of the deaths occurring in south-east Asia and Africa, and 80 per cent of the victims under 65.",2009-09-05,2010-01-12,-27.47092438,153.0235901,"-27.47092438,153.0235901",,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria,,http://www.emknowledge.gov.au/resource/?id=487,
160,Disaster Event,Transport - Beaufort Train Derailment,On 5 February 1910 a 32 wagon wheat train from Stawell was headed toward Beaufort station down a steep decline when the engine crew realised they had no brakes. The signalman at Beaufort station realised what had happened and diverted the runaway train to a dead end siding to avert collision. The train hit the dead end with such speed that the lead engine continued for a further 10 metres. The second engine crashed into it and derailed the train. Three people died and one person was injured.  The coroner recommended better locomotive repair work and drivers to be discriminating before accepting engines back into work following repairs. This event greatly improved work practices at the Victorian Railways.,2010-05-02,2010-05-02,-37.42661667,143.3877106,"-37.42661667,143.3877106",,,,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=160,
510,Disaster Event,Flood - Queensland Feb 2010,"In the last week of February through to the first week of March 2010 Queensland, Central Australia and Northern New South Wales experienced unprecedented rainfall and serious flooding in several regions. Queensland recorded the highest state wide average rainfall on 2 March, with 31.74 mm, exceeding the previous record of 31.49 mm established on 21 May 1981.  As a result the heavy deluge brought about widespread flooding to numerous rivers including Paroo, Moonie, Balonne, Dawson, Theodore, Moura, Maranoa, Warrego, Diamantina, Bulloo, Condamine, Weir, Mary, Burnett, and Comet. This had devastating impact on infrastructure including roads, railways and bridges, as well as agriculture and horticulture industries including farms, crops and live stock.   The Insurance Council of Australia estimated the 2010 damage at $46.7 million, with the 2011 estimated normalised cost of $49 million.",2010-02-28,2010-05-03,-27.47092438,153.0235443,"-27.47092438,153.0235443",,,,,,46700000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=510,
506,Disaster Event,"Severe Storm - Melbourne, 2010","On 6 March 2010, thunderstorms occurred in the west of Victoria, intensifying as they moved eastward towards the Shepparton region. The same day, severe thunderstorms&nbsp;also developed into the north-west of metropolitan Melbourne, bringing&nbsp;isolated severe wind gusts.  Flash flooding was widespread across the city and hailstones measuring 2 - 10 cm caused damage to homes and major buildings including the Arts Centre, Etihad Stadium and Southern Cross Station.  Shepparton experienced localised flooding, hail and wind damage prior to the storm moving south. Power outages occurred to 100,000 homes in Melbourne and 45,000 homes in the Shepparton region.  The severe thunderstorms resulted in&nbsp;more than&nbsp;7500 calls to the Victorian State Emergency Service, prompting crews from New South Wales, South Australia, Western Australia and Tasmania to help in the clean up.  Financial assistance for affected communities was announced by the Federal Attorney-General on 12 March 2010.  The Insurance Council of Australia estimated the 2010 damage at $1044 million, with the 2011 estimated normalised cost of $1160 million.",2010-06-03,2010-07-03,-37.81795502,144.9536133,"-37.81795502,144.9536133",,,,,,1044000000,,,0,,0,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=506,
60,Disaster Event,Environmental - Heatwave Dec 1909,"In the summer of 1909 - 1910 it is estimated that 109 people died as a result of a heatwave.  Mortality during heatwaves can be difficult to measure, as deaths tend to occur from exacerbations of chronic medical conditions as well as direct heat related illness, particularly in the frail and elderly. Excess mortality provides a measure of impact, but does not provide information specifically on underlying cause of death (Victorian Government, January 2009 Heatwave in Victoria: an Assessment of Health Impacts).  It is imperative that heatwaves are included in the disaster information, however, for reasons outlined above accurate statistics as to the actual numbers of deaths and injuries in most instances cannot be provided.",2009-09-12,2010-10-02,-33.87330246,151.2070618,"-33.87330246,151.2070618",,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Tasmania;Australian Capital Territory;Northern Territory;South Australia;Western Australia;Victoria,,http://www.emknowledge.gov.au/resource/?id=60,
503,Disaster Event,"Cyclone Yasi, Queensland, 2011","Cyclone Yasi developed as a tropical low north-west of Fiji on 29 January 2011. On 30 January, it was named Yasi by the Fiji Meteorological Service. On 2 February, it was upgraded to a Category 5 system and made landfall near Mission Beach (138 km south of Cairns) between midnight and 1 am (AEST) early on Thursday 3 February. It weakened to a tropical low near Mount Isa around 10 pm on 3 February.  In response to warnings about the expected severity of the cyclone, and possible storm surges, approximately 10,000 northern Queenslanders living in low-lying areas evacuated to more than 100 official evacuation centres. Significant numbers were accommodated in unofficial evacuation centres established by communities and church groups. Thousands of people left the area and sought refuge with family and friends.  Flights out of the region were fully booked. The entire hospital population, more than 300 patients, were evacuated to other regional hospitals and Brisbane by the the Australian Defence Force, Royal Flying Doctor Service and other methods.&nbsp; This was an unprecedented evacuation effort.  The eye of the cyclone passed over Dunk Island and Mission Beach between Innisfail and Townsville bringing significant winds, the highest estimated at 285 km per hour. Considerable damage occurred to the towns of Tully, Cardwell, Tully Heads, Innisfail, Ingham, Mission Beach, El Arish, Silkwood and Silky Oak and localities, however, the cyclone&rsquo;s worst impact missed the major centres of Townsville and Cairns. Overall, approximately 1000 people reported significant damage to their homes. Other impacts include power loss to more than 200,000 properties, cars were found metres away from where they were left and boats were piled on top of each other in some regions.  Rainfall totals for the 24 hour period to 9 am Thursday 3 February were 200-300 mm in the area between Cairns and Ayr, causing some flooding. A 5 m tidal surge was observed at the storm tide gauge at Cardwell. Other sea inundation occurred between the beaches north of Cairns and Alva Beach, and there was some inundation in parts of the city of Townsville.  The Australian Bureau of Agriculture and Resource Economics and Sciences estimated the cyclone caused a $300 million hit to agriculture, particularly affecting banana and sugarcane crops.  The Federal Government processed over $250 million worth of recovery grants in the first three weeks after the storm through Centrelink. Financial help was also available in the form of concessional loans for cyclone hit farmers up to $650,000.  There was one recorded death.  The Insurance Council of Australia estimated the preliminary 2011 damage at $1412 million.",2011-03-02,2011-03-02,-17.85067558,146.1099243,"-17.85067558,146.1099243",,,,,1,1412000000,,,1000,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=503,
588,Disaster Event,"Flood - Northern New South Wales, Moree","On 27 November heavy rainfall occurred in the northern inland areas of New South Wales. Flood warnings were issued for the Macleay, Severn, Macintyre, Gwydir, Mehi, Namoi and Peel Rivers.New South Wales State Emergency Service volunteers prepared Wee Waa with food and emergency supplies, with predictions that the swollen Namoi River would isolate the town for some days. The rising waters made the roads in Wee Waa inaccessible to all but four-wheel drive vehicles. Water levels exceeded 6 m around 9:00 am on 27 November, before reaching 7 m on 29 November with major flooding.  Approximately 300 properties were isolated in Moree, and the town was cut in two after rising waters forced the closure of the local bridge.More properties were cut off in Gunnedah and the village of Garah, as waters in the Namoi, Gwydir, Peel and Mehi Rivers continued to rise. One person drowned after being pulled into a storm water drain in Bingara, near Inverell.  As the flood waters abated and moved downstream, the Department of Primary Industries were able to assess the flood damage. Hundreds of livestock, mainly sheep, died with most of the losses occurring between Garah and Weemelah. Fodder drops will continue to provide quality feed.  It has been estimated that approximately $52 million in flood damage has occurred to the cotton industry in the Gwydir Valley. The local growers' association says initial estimates are based on around 18,000 hectares; up to 30 per cent of the dryland crop and five per cent of irrigated crop being damaged. It warns these figures could worsen as the floodwaters move downstream inundating more cotton and upstream crops begin to emerge.  On 1 December 2011, the New South Wales Government announced natural disaster declarations following the recent heavy rain and significant flooding in Northern New South Wales; local councils involved include Moree Plains, Inverell, Armidale, Gunnedah, Narrabri, Gwydir, Muswellbrook, Liverpool Plains, Tamworth and the Upper Hunter Shire Councils.",2011-11-27,2011-04-12,-29.46429825,149.8447876,"-29.46429825,149.8447876",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=588,
505,Disaster Event,"Severe Storm - Melbourne, February 2011","On 4 February 2011, severe thunderstorms developed over Victoria. Tropical moisture associated with Tropical Cyclone Anthony and ex Tropical Cyclone Yasi interacted with a persistent low pressure trough extending from central Australia, through Mildura and Melbourne, to north-eastern Tasmania.  Extremely high humidity and strong winds were associated with the storms which delivered record daily and multi-day rainfall totals to areas of north-east and south-east Victoria. The rain caused flash flooding in metropolitan Melbourne and prompted flood warnings for 24 rivers and creeks.  On the afternoon and evening of 4 February, a damaging microburst caused damage west of Melbourne at Laverton. Wind speed strengthened from calm to 131 km per hour in six&nbsp;minutes causing damage to vegetation and structures within an area of approximately one square kilometre.  More than 65 per cent of Victoria recorded daily rainfall totals in the 99th percentile for February in the 24 hours to 9 am on February 5. Approximately 7 per cent of the State observed the highest daily rainfall on record on the same day and 40 stations throughout Victoria recorded multi-day rainfall totals over 140 mm between 4 and 6 February.  Nursing home residents were evacuated from Mentone, Narre Warren and Werribee, whilst the Koo Wee Rup and the Alfred hospital relocated patients.  Emergency relief centres were opened in Mildura, Narre Warren, Cardinia, Pakenham and Swan Hill.  State wide, more than 6000 calls were made to the Victorian State Emergency Service.  The Insurance Council of Australia estimated the preliminary 2011 damage at $418.6 million.",2011-04-02,2011-06-02,-37.81795502,144.9536133,"-37.81795502,144.9536133",,6000,,1,,418670000,,,,,20,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=505,
587,Disaster Event,"Bushfire - Augusta and Margaret River, Western Australia 2011","On 23 November 2011 a fire broke containment lines from a prescribed burn in Leeuwin-Naturaliste National Park, forcing hundreds to evacuate their homes.  Approximately 300 residents were forced to evacuate over a three day period.&nbsp;The fire was brought under control on 26 November 2011. In total 3400 ha, 32 houses, five sheds, nine chalets, and one shop were destroyed by the fire &nbsp;in the coastal communities of Prevelly, Redgate and Gnarabup.&nbsp;Some residents were unable to return home due to pollution from asbestos and other contaminants spread by the fire.  A new fire started at Nannup on 2 December 2011 also from a prescribed burn that broke containment lines. It threatened more than 200 homes and forced evacuations in Augusta and Molloy Island. Approximately 55,150 ha were burnt and a small amount of property was lost.  Many fires were ablaze in Western Australia during this period; on 24 November there were a total of 13 fire fronts burning.  Premier Colin Barnett declared the fires an 'Eligible Natural Disaster' for the purposes of the Western Australia Natural Disaster Relief and Recovery Arrangements, with funding to be provided from FESA and the Commonwealth Government.  The Insurance Council of Australia estimated the preliminary 2011 damage at $53 million.",2011-11-23,2011-06-12,-34.31492233,115.159256,"-34.31492233,115.159256",,,,,,53000000,,,,32,,13,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=587,
502,Disaster Event,"Bushfire - Perth Hills, Western Australia 2011","In early February 2011, high fire danger conditions resulted in total fire bans being declared for Perth.&nbsp;&nbsp;  Over the weekend of 5 and 6 February, two major bushfires broke out across metropolitan Perth. One fire affected the suburbs of Roleystone and Kelmscott&nbsp;in the south-east and the other, the suburbs of Red Hill, Herne Hill, Millendon, Baskerville and Gidgegannup in the north-east.  Seventy-one homes were destroyed and an estimated 39 homes damaged by the Roleystone fire, which was started accidentally by angle-grinder sparks. Approximately 440 ha were burned at Roleystone and 1100 ha burned at Red Hill.  Approximately 517 families were evacuated and at least 12 people were hospitalised.  On Monday 7 February 2011, Western Australian Premier Colin Barnett declared the bushfire affected areas of Roleystone, Kelmscott and Red Hill, natural disaster zones.  The Insurance Council of Australia estimated the preliminary 2011 damage at $35 million.",2011-05-02,2011-07-02,-32.10860443,116.0691833,"-32.10860443,116.0691833",,,,12,,35000000,,,39,72,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=502,
508,Disaster Event,Earthquake - Japan,"On Friday 11 March, an earthquake measuring 9 on the Richter Scale occurred off the north-east coast of Japan. It triggered a 10 m tsunami that caused extensive damage. The most heavily impacted areas were Sendai city, Miyagi and Fukushima prefecture.  A nuclear emergency was declared following explosions at various nuclear plants in the Fukushima area. Abnormally high levels of radioactive substances were later detected in seawater 100 m from the plant.  Due to radiation concerns, Japan halted some food shipments, which included the suspension of milk and certain vegetables from regions around the plant after abnormal radiation levels were found in the products.  There were 1964 registered Australians in Japan at the time of the earthquake, with 229 Australians registered in the affected areas.  The Australian Government assisted in recovery by providing $10 million to Red Cross Japan and also the Pacific Disaster Appeal. A transport aircraft was also deployed along with search and rescue teams to assist with the relief and recovery.  The World Bank estimated the disaster could cost the world's third-biggest economy up to $235 billion.  Notable aftershocks that occurred since the 11 March 2011 earthquake included: On 28 March 2011 at 7.24 am local time, aftershocks measuring 6.5 on the Richter scale with the epicentre at a depth of 17km. On 7 April 2011 a tremor measuring 7.1 on the Richter scale, 25 miles deep in northeast Japan killed three people. Four million people were immediately plunged into darkness when two power plants were knocked offline.On 11 April 2011 a tremor measuring 7.1 on the Richter scale with the epicentre depth of 10 km, occurred in Fukushima prefecture triggered a brief tsunami warning, where workers evacuated the damaged Fukushima nuclear plant.   As at 30 June 2011 the data on this earthquake is as follows:    Deaths 15,467  Injured 5,388  ",2011-11-03,2011-11-03,38.26999283,140.8694458,"38.26999283,140.8694458",,200000,,5388,15467,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=508,
3315,Disaster Event,Environmental - The Big Dry,"The Big Dry was a period of drought that commenced in 1996, worsening in 2002 and 2007 with Australia finally being declared drought free in April 2012.  Southern areas of Victoria and South Australia and north-eastern area of Tasmania starting experiencing periods of rainfall deficiency in 1996. Conditions improved temporarily in these states by around 1999-2000 when the south-west of Western Australia and southern Queensland commenced experiencing rainfall deficiencies.  By August 2002 severe rainfall deficiencies developed across much of eastern Australia following poor autumn and early winter rains. Parts of south-west Western Australia were deficient in growing season rainfall for the third successive year. All states were affected. January 2003 was one of the driest months on record. Most of Queensland, New South Wales, Victoria and parts of Northern Territory, South Australia and Western Australia were affected. In February, Queensland and New South Wales received some relieving rainfall; however June rains were still well below average.  In January 2004 the Bureau of Meteorology announced 18 month rainfall deficiencies in part of eastern and northern Australia. This made it to 23 months by June. In general the south-east areas of Australia received below average rainfall for most of the last eight year period. Good rains in November removed or decreased rainfall deficiencies over many areas, with some deficiencies persisting in southern parts of Western Australia and central Queensland.  The year 2005 saw rainfall deficiencies in South Australia, New South Wales, Victoria and Tasmania. Victoria and South Australia had the driest autumn on record. Good rains in October and November improved conditions in Queensland. In the years 2006-2007, Australia experienced an El Nino event. June 2006 saw poor to record low autumn rains for the sixth year in south-eastern Australia. A distinct turn for the worse occurred in August when near total failure of late winter and spring rains occurred. In June 2007 some easing of severe drought conditions had occurred from autumn rains in New South Wales, north-west Victoria, Tasmania, southern parts of South Australia. Some areas of east Queensland, southern Victoria (near Melbourne) and west Western Australia missed out. May 2008 was the driest May on record and rainfall deficiencies were evident for a 12 month period in eastern South Australia, southern Northern Territory and parts of Victoria and Western Australia.  November 2008 rainfall was above to very much above average over much of Australia. The rain largely cleared short-term rainfall deficiencies, especially in the Northern Territory, South Australia and Western Australia; however, average to below average falls in western Victoria and south-eastern South Australia maintained deficiencies in these areas.  The autumn of 2010 was the first autumn with above average rainfall since 2000 in Victoria and the Murray Darling Basin. Serious to severe rainfall deficiency continued in the western area of Western Australia, some shortfall in southern Tasmania and north-eastern New South Wales. Due to excessively dry soils significant rain was required to alleviate the shortage of water across the country resulting from prolonged drought conditions.  December 2010 saw Australia record the wettest spring for the months of September to November with an average of 163 mm of rain beating the previous record by 23 mm. The widespread above average rainfall again missed the south-west corner of Western Australia which experienced a record dry year. Northern and eastern parts of the country continued to receive above to very much above average rainfall, with Queensland, New South Wales and the Northern Territory all recording their wettest spring on record. All states recorded above average rainfall for spring, with all states except Tasmania recording totals placing them in their ten wettest springs on record.  Despite the above average rainfall by mid-2010 water storages had still not returned to pre-drought levels. Irrigated industries such as the Murray-Darling Basin were particularly affected where water storage levels fell to 17 per cent of capacity in 2003 and remained below pre-drought levels until late 2011.  By mid-2010 the Australian Government had paid approximately $4.4 billion in direct drought assistance to affected farmers.  The Federal Government declared Australia drought-free for the first time in more than ten years in April 2012.",1996-01-01,2012-01-04,-28.61345863,148.8867188,"-28.61345863,148.8867188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;Victoria;South Australia;Western Australia;Outside Australia;Northern Territory;Tasmania,,http://www.emknowledge.gov.au/resource/?id=3315,
602,Disaster Event,Environmental - South Australia and Victoria Heatwave,"From Friday 30 December 2011 to 4 January 2012 South Australia and Victoria endured extreme temperatures.  On 1 January 2012 Adelaide recorded its hottest New Year's Day since 1900 with a maximum temperature of 41.6 &ordm; C. On 2 January Mount Gambier reached a maximum of 41.7 &ordm; C and Renmark hit 42.3 &ordm; C. These temperatures prompted a South Australian power company to cut electricity supplies to approximately 3300 properties on the Fleurieu Peninsula on 2 January.  On 2 January Victoria recorded temperatures in the forties, with Melbourne reaching 40 &ordm; C and Dartmoor in the south-west recording the state&rsquo;s maximum of 43 &ordm; C. Victoria's ambulance service treated 45 patients for heat-related illnesses, including four cases of children left in cars. A 30 per cent increase in fainting episodes was experienced.  A spokesman for Life Saving Victoria reported 163 rescues occurred during the period 31 December to 2 January.  Approximately 450 people in Melbourne's outer west suburb of Sunbury were without power when a power kiosk failed to cope with the increased demand. A replacement kiosk was installed but caught fire soon after. A spokesman for the power company said an increase in consumption is believed to have caused the original outage.  In some regions on 2 January the temperature reached 40 &ordm; C, the wind speed was 50 km per hour and the relative humidity was at 21 per cent; creating extreme fire conditions. The Victorian Country Fire Authority responded to 200 fires throughout the state, including 21 grass fires. The worst fires were in the state's south-west, with the largest blaze in Koroit, which spread over 15 ha and took 15 crews and two aircraft to control.  A total fire ban was issued across most of Victoria and South Australia.  A severe fire warning was given to the central district and Victoria's north-western regions and the Country Fire Service ordered a total fire ban in 13 of the state's 15 districts.",2011-12-30,2012-04-01,-34.12544632,140.9765625,"-34.12544632,140.9765625",,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=602,
425,Disaster Event,Industrial - Queenstown Copper Mine Fire,"On 12 October 1912 a fire broke out at the North Lyell copper mine, causing dense smoke and chaos for the workers caught in the underground tunnels. Rescue efforts successfully saved approximately 128 miners but efforts were hindered by the mine not having an emergency warning signal or sufficient exit points. A total of 42 people lost their lives.",2012-12-10,2012-12-10,-42.0750351,145.5578613,"-42.0750351,145.5578613",,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,Tasmania,,http://www.emknowledge.gov.au/resource/?id=425,
4470,Disaster Event,Environmental - Sydney Bushfire Pollution,"On 22 October 2013, air quality levels within the Sydney region were measured at 50 times worse than normal, due to smoke caused by bushfires and back burning in rural New South Wales.  Air quality measurements at the NSW Office of Environment and Heritage were among the highest ever recorded on the air quality index, with pollution readings of&nbsp;up to 2500. Anything above 100 is considered poor air quality.  As a result, there was a significant increase in the number of people treated for asthma and breathing problems. NSW Health recorded that at the height of the bushfires, 228 people attended hospital with breathing difficulties and 778 others were treated by NSW Ambulance staff. The environmental branch within NSW Health reported a 124 per cent increase in patients with asthma conditions seeking hospital treatment.  The blanket of haze continued at varying levels for a couple of weeks. On 2 November, smoke again engulfed Sydney, setting off hundreds of automatic smoke alarms in the city and surrounding districts. The number of call outs for NSW Fire and Rescue increased from an average of 15 per day to 200 within a two hour period.",2013-10-22,2013-09-11,-33.9127388,151.2414856,"-33.9127388,151.2414856",,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=4470,
